Transaction ID,Customer ID,Product ID,Quantity,Price per Unit,Age,Gender,Location,Income Group,Product Name,Product Category,Month,Day of Week,Price Range,Age Group,Season,Is Holiday,Customer Segment,Product Return Rate,Location_Chicago,Location_Houston,Location_Los Angeles,Location_New York,Total Sales,Price_Quantity
1518,330,33,2,108.77,42.0,2,0,1,4,2,8,3,1,1,2,False,Regular,0.05,1,0,0,0,217.54,217.54
59,42,26,1,473.85,54.0,0,3,1,3,1,2,5,2,0,3,False,New,0.02,0,0,0,1,473.85,473.85
1542,1202,4,4,369.69,36.0,0,0,0,7,3,9,6,2,0,0,False,Premium,0.02,1,0,0,0,1478.76,1478.76
1809,794,5,4,998.25,63.0,0,2,0,6,0,5,4,0,0,1,False,Premium,0.02,0,0,1,0,3993.0,3993.0
1735,323,49,2,620.72,18.0,0,2,0,3,1,3,3,0,2,1,False,Regular,0.02,0,0,1,0,1241.44,1241.44
364,92,46,2,824.17,35.0,0,0,1,6,0,12,2,0,0,3,False,New,0.02,1,0,0,0,1648.34,1648.34
506,112,28,3,876.76,40.0,1,0,2,6,0,1,3,0,0,3,False,New,0.02,1,0,0,0,2630.28,2630.2799999999997
638,102,32,2,763.48,32.0,1,2,2,0,3,1,0,0,0,3,False,New,0.02,0,0,1,0,1526.96,1526.96
1090,703,32,2,649.14,30.0,1,2,1,0,3,6,2,0,0,2,False,Regular,0.02,0,0,1,0,1298.28,1298.28
1561,421,13,2,606.42,59.0,1,0,0,8,2,9,1,0,0,0,False,Regular,0.02,1,0,0,0,1212.84,1212.84
1183,441,7,2,756.23,32.0,1,0,2,7,3,9,1,0,0,0,False,Regular,0.02,1,0,0,0,1512.46,1512.46
1275,60,43,3,659.44,42.0,2,4,3,6,0,12,5,0,1,3,False,New,0.02,0,0,0,0,1978.32,1978.3200000000002
927,732,39,3,782.77,43.0,0,3,1,6,0,12,4,0,0,3,False,Regular,0.05,0,0,0,1,2348.31,2348.31
1455,1445,48,2,750.12,41.0,1,0,2,7,3,6,3,0,0,2,False,Premium,0.05,1,0,0,0,1500.24,1500.24
119,69,49,1,724.67,21.0,0,1,1,3,1,4,2,0,2,1,False,New,0.02,0,1,0,0,724.67,724.67
1359,936,44,1,443.64,34.0,0,1,0,6,0,3,5,2,0,1,False,Premium,0.02,0,1,0,0,443.64,443.64
728,152,25,4,303.93,42.0,2,4,3,4,2,6,1,2,1,2,False,Regular,0.02,0,0,0,0,1215.72,1215.72
523,277,31,1,773.07,57.0,1,2,1,6,0,1,3,0,0,3,False,Regular,0.02,0,0,1,0,773.07,773.07
514,193,49,1,638.0,57.0,0,2,1,3,1,1,3,0,0,3,False,Regular,0.02,0,0,1,0,638.0,638.0
82,17,46,1,748.38,20.0,1,1,1,6,0,3,4,0,2,1,False,New,0.02,0,1,0,0,748.38,748.38
1575,255,22,4,313.33,42.0,2,4,3,7,3,10,1,2,1,0,False,Regular,0.02,0,0,0,0,1253.32,1253.32
1556,1379,18,4,407.24,50.0,1,0,0,6,0,9,6,2,0,0,False,Premium,0.05,1,0,0,0,1628.96,1628.96
381,84,35,1,98.73,32.0,1,1,1,7,3,1,5,1,0,3,False,New,0.02,0,1,0,0,98.73,98.73
977,1448,18,4,941.47,27.0,1,2,0,6,0,2,0,0,0,3,False,Premium,0.05,0,0,1,0,3765.88,3765.88
1643,727,28,4,58.86,22.0,0,0,2,6,0,12,2,1,2,3,False,Regular,0.02,1,0,0,0,235.44,235.44
85,92,45,2,717.77,35.0,0,0,1,3,1,3,3,0,0,1,False,New,0.05,1,0,0,0,1435.54,1435.54
1633,1436,16,4,659.62,42.0,2,1,0,6,0,12,6,0,1,3,False,Premium,0.02,0,1,0,0,2638.48,2638.48
330,45,26,1,870.21,38.0,1,1,1,3,1,11,3,0,0,0,False,New,0.02,0,1,0,0,870.21,870.21
7,47,43,1,882.82,56.0,0,1,0,6,0,1,2,0,0,3,False,New,0.02,0,1,0,0,882.82,882.82
707,912,42,4,821.04,34.0,0,2,2,4,2,5,1,0,0,1,False,Premium,0.05,0,0,1,0,3284.16,3284.16
1832,680,19,2,91.61,48.0,1,2,2,8,2,6,2,1,0,2,False,Regular,0.02,0,0,1,0,183.22,183.22
865,655,15,4,995.66,69.0,0,0,1,4,2,10,0,0,1,0,False,Regular,0.05,1,0,0,0,3982.64,3982.64
825,698,45,2,47.67,45.0,1,2,2,3,1,9,3,1,0,0,False,Regular,0.05,0,0,1,0,95.34,95.34
452,54,39,3,373.29,43.0,0,3,2,6,0,3,6,2,0,1,False,New,0.05,0,0,0,1,1119.87,1119.8700000000001
491,81,21,4,251.22,31.0,1,0,0,4,2,5,3,1,0,1,False,New,0.05,1,0,0,0,1004.88,1004.88
1674,451,29,4,903.8,48.0,1,1,0,7,3,1,5,0,0,3,False,Regular,0.02,0,1,0,0,3615.2,3615.2
288,17,33,4,940.42,20.0,1,1,1,4,2,10,3,0,2,0,False,New,0.05,0,1,0,0,3761.68,3761.68
1415,1224,3,4,252.1,29.0,1,3,1,6,0,4,5,1,0,1,False,Premium,0.05,0,0,0,1,1008.4,1008.4
1930,247,5,1,545.35,42.0,2,4,3,6,0,9,2,2,1,0,False,Regular,0.02,0,0,0,0,545.35,545.35
1621,605,45,1,651.97,27.0,1,3,1,3,1,11,0,0,0,0,False,Regular,0.05,0,0,0,1,651.97,651.97
866,1533,6,2,668.99,19.0,0,3,0,3,1,10,2,0,2,0,False,Premium,0.05,0,0,0,1,1337.98,1337.98
1850,343,21,2,575.91,30.0,1,3,2,4,2,7,6,2,0,2,False,Regular,0.05,0,0,0,1,1151.82,1151.82
760,1505,14,3,533.97,58.0,1,0,0,9,3,7,0,2,0,2,False,Premium,0.02,1,0,0,0,1601.91,1601.91
1656,348,45,4,973.63,64.0,0,1,2,3,1,12,0,0,0,3,True,Regular,0.05,0,1,0,0,3894.52,3894.52
758,1493,44,2,367.87,36.0,0,3,1,6,0,7,6,2,0,2,False,Premium,0.02,0,0,0,1,735.74,735.74
1207,1351,2,4,963.33,48.0,0,3,1,3,1,10,4,0,0,0,False,Premium,0.02,0,0,0,1,3853.32,3853.32
1772,939,31,1,455.55,20.0,0,0,1,6,0,4,5,2,2,1,False,Premium,0.02,1,0,0,0,455.55,455.55
1059,844,6,3,20.01,31.0,0,1,1,3,1,5,6,1,0,1,False,Premium,0.05,0,1,0,0,60.03,60.03
1607,274,48,3,486.77,42.0,2,4,3,7,3,11,0,2,1,0,False,Regular,0.05,0,0,0,0,1460.31,1460.31
328,45,23,3,879.11,38.0,1,1,1,4,2,11,0,0,0,0,False,New,0.02,0,1,0,0,2637.33,2637.33
991,1412,3,4,390.11,69.0,1,3,1,6,0,2,0,2,1,3,False,Premium,0.05,0,0,0,1,1560.44,1560.44
1211,607,4,2,45.61,59.0,1,2,1,7,3,10,1,1,0,0,False,Regular,0.02,0,0,1,0,91.22,91.22
1051,405,19,1,807.71,34.0,1,1,2,8,2,4,5,0,0,1,False,Regular,0.02,0,1,0,0,807.71,807.71
874,982,47,4,212.67,22.0,0,3,1,3,1,11,3,1,2,0,False,Premium,0.02,0,0,0,1,850.68,850.68
1240,30,4,2,332.84,42.0,2,4,3,7,3,11,5,2,1,0,False,New,0.02,0,0,0,0,665.68,665.68
178,2,12,3,439.32,69.0,0,2,0,3,1,6,5,2,1,2,False,New,0.05,0,0,1,0,1317.96,1317.96
1037,1514,1,4,245.11,25.0,1,3,2,4,2,4,5,1,0,1,False,Premium,0.02,0,0,0,1,980.44,980.44
1683,1357,36,1,175.8,35.0,1,1,2,5,1,1,4,1,0,3,False,Premium,0.05,0,1,0,0,175.8,175.8
87,55,38,4,476.82,19.0,1,0,2,9,3,3,5,2,2,1,False,New,0.02,1,0,0,0,1907.28,1907.28
1816,1367,1,2,969.75,62.0,0,2,2,4,2,6,4,0,0,2,False,Premium,0.02,0,0,1,0,1939.5,1939.5
1852,629,16,3,627.72,44.0,0,0,0,6,0,7,0,0,0,2,False,Regular,0.02,1,0,0,0,1883.16,1883.16
458,5,46,4,79.23,60.0,0,0,0,6,0,4,5,1,0,1,False,New,0.02,1,0,0,0,316.92,316.92
1778,76,16,2,23.28,42.0,2,4,3,6,0,4,1,1,1,1,False,New,0.02,0,0,0,0,46.56,46.56
55,58,30,2,820.6,64.0,1,3,2,2,0,2,0,0,0,3,False,New,0.05,0,0,0,1,1641.2,1641.2
1461,381,50,2,182.47,65.0,1,1,0,4,2,6,2,1,1,2,False,Regular,0.02,0,1,0,0,364.94,364.94
644,155,24,3,763.25,25.0,1,0,0,6,0,1,0,0,0,3,False,Regular,0.05,1,0,0,0,2289.75,2289.75
222,84,34,2,418.9,32.0,0,1,1,3,1,8,4,2,0,2,False,New,0.02,0,1,0,0,837.8,837.8
114,86,22,4,158.08,31.0,0,0,2,7,3,4,1,1,0,1,False,New,0.02,1,0,0,0,632.32,632.32
926,187,17,4,25.16,42.0,2,4,3,4,2,12,6,1,1,3,True,Regular,0.02,0,0,0,0,100.64,100.64
1194,144,37,1,497.48,42.0,2,4,3,6,0,9,0,2,1,0,False,Regular,0.02,0,0,0,0,497.48,497.48
943,1511,22,4,167.57,52.0,0,1,1,7,3,1,2,1,0,3,False,Premium,0.02,0,1,0,0,670.28,670.28
175,12,33,1,475.48,28.0,0,1,2,4,2,6,2,2,0,2,False,New,0.05,0,1,0,0,475.48,475.48
1761,999,22,3,280.07,42.0,2,3,2,7,3,4,0,1,1,1,False,Premium,0.02,0,0,0,1,840.21,840.21
590,275,28,1,678.82,18.0,1,1,0,6,0,1,6,0,2,3,False,Regular,0.02,0,1,0,0,678.82,678.82
1517,1193,47,3,187.86,24.0,1,3,1,3,1,8,2,1,2,2,False,Premium,0.02,0,0,0,1,563.58,563.58
19,39,40,3,201.2,61.0,0,0,0,1,2,1,4,1,0,3,False,New,0.02,1,0,0,0,603.6,603.5999999999999
424,5,30,4,478.16,60.0,0,0,0,2,0,2,6,2,0,3,False,New,0.05,1,0,0,0,1912.64,1912.64
1303,36,14,1,909.97,42.0,2,4,3,9,3,1,5,0,1,3,False,New,0.02,0,0,0,0,909.97,909.97
286,65,37,2,141.39,34.0,1,1,1,6,0,10,0,1,0,0,False,New,0.02,0,1,0,0,282.78,282.78
1541,478,25,1,935.81,39.0,1,2,0,4,2,9,5,0,0,0,False,Regular,0.02,0,0,1,0,935.81,935.81
429,37,29,4,214.12,64.0,0,3,2,7,3,3,1,1,0,1,False,New,0.02,0,0,0,1,856.48,856.48
1469,366,1,4,605.81,30.0,0,1,1,4,2,6,3,0,0,2,False,Regular,0.02,0,1,0,0,2423.24,2423.24
1636,179,25,3,724.76,42.0,2,4,3,4,2,12,2,0,1,3,False,Regular,0.02,0,0,0,0,2174.28,2174.2799999999997
670,132,8,1,24.05,53.0,0,2,1,6,0,1,3,1,0,3,False,New,0.02,0,0,1,0,24.05,24.05
32,45,18,4,398.23,38.0,1,1,1,6,0,2,6,2,0,3,False,New,0.05,0,1,0,0,1592.92,1592.92
887,1412,15,4,725.83,69.0,1,3,1,4,2,11,2,0,1,0,False,Premium,0.05,0,0,0,1,2903.32,2903.32
938,136,42,1,498.35,42.0,2,4,3,4,2,1,1,2,1,3,False,New,0.05,0,0,0,0,498.35,498.35
215,13,49,4,243.43,41.0,0,3,1,3,1,8,4,1,0,2,False,New,0.02,0,0,0,1,973.72,973.72
772,889,40,1,909.26,48.0,1,1,2,1,2,7,6,0,0,2,False,Premium,0.02,0,1,0,0,909.26,909.26
327,44,8,3,902.36,24.0,0,2,2,6,0,11,4,0,2,0,True,New,0.02,0,0,1,0,2707.08,2707.08
561,111,45,2,336.94,18.0,0,2,2,3,1,1,5,2,2,3,False,New,0.05,0,0,1,0,673.88,673.88
1081,1357,15,2,680.69,35.0,1,1,2,4,2,5,4,0,0,1,False,Premium,0.05,0,1,0,0,1361.38,1361.38
711,1399,12,3,611.7,32.0,0,1,1,3,1,5,0,0,0,1,False,Premium,0.05,0,1,0,0,1835.1,1835.1000000000001
1310,440,26,2,220.15,45.0,0,2,0,3,1,1,5,1,0,3,False,Regular,0.02,0,0,1,0,440.3,440.3
342,18,43,2,449.98,39.0,0,1,1,6,0,12,0,2,0,3,False,New,0.02,0,1,0,0,899.96,899.96
630,217,12,1,693.1,38.0,1,0,0,3,1,1,0,0,0,3,False,Regular,0.05,1,0,0,0,693.1,693.1
148,16,36,4,952.03,41.0,0,2,0,5,1,5,3,0,0,1,False,New,0.05,0,0,1,0,3808.12,3808.12
1164,388,21,3,724.01,41.0,0,3,0,4,2,8,6,0,0,2,False,Regular,0.05,0,0,0,1,2172.03,2172.0299999999997
361,24,11,1,749.41,19.0,0,3,0,3,1,12,6,0,2,3,False,New,0.02,0,0,0,1,749.41,749.41
84,19,47,1,869.44,19.0,0,2,0,3,1,3,2,0,2,1,False,New,0.02,0,0,1,0,869.44,869.44
49,25,27,2,651.1,38.0,1,3,1,6,0,2,2,0,0,3,False,New,0.05,0,0,0,1,1302.2,1302.2
469,75,3,4,995.53,35.0,1,1,1,6,0,4,2,0,0,1,False,New,0.05,0,1,0,0,3982.12,3982.12
156,24,4,2,947.88,42.0,2,3,0,7,3,6,1,0,1,2,False,New,0.02,0,0,0,1,1895.76,1895.76
734,271,45,3,453.03,42.0,2,4,3,3,1,6,3,2,1,2,False,Regular,0.05,0,0,0,0,1359.09,1359.09
1660,1542,42,1,102.18,42.0,1,1,2,4,2,12,5,1,0,3,False,Premium,0.05,0,1,0,0,102.18,102.18
1548,292,19,4,595.44,42.0,2,4,3,8,2,9,5,2,1,0,False,Regular,0.02,0,0,0,0,2381.76,2381.76
1362,1225,13,3,589.71,22.0,0,3,0,8,2,3,0,2,2,1,False,Premium,0.02,0,0,0,1,1769.13,1769.13
1269,588,17,2,611.78,20.0,0,3,0,4,2,12,6,0,2,3,False,Regular,0.02,0,0,0,1,1223.56,1223.56
1587,19,9,2,39.49,42.0,2,4,3,8,2,10,2,1,1,0,False,New,0.05,0,0,0,0,78.98,78.98
501,266,20,2,930.87,64.0,0,3,0,6,0,1,3,0,0,3,False,Regular,0.02,0,0,0,1,1861.74,1861.74
980,1226,37,1,458.23,54.0,1,3,1,6,0,2,1,2,0,3,True,Premium,0.02,0,0,0,1,458.23,458.23
180,87,1,1,170.06,40.0,1,1,1,4,2,6,4,1,0,2,False,New,0.02,0,1,0,0,170.06,170.06
1626,134,40,3,107.88,42.0,2,4,3,1,2,11,6,1,1,0,False,New,0.02,0,0,0,0,323.64,323.64
969,494,16,3,524.49,34.0,1,1,0,6,0,2,4,2,0,3,False,Regular,0.02,0,1,0,0,1573.47,1573.47
746,87,20,2,391.26,42.0,2,4,3,6,0,6,0,2,1,2,False,New,0.02,0,0,0,0,782.52,782.52
1197,423,38,2,284.19,50.0,1,2,0,9,3,9,1,1,0,0,False,Regular,0.02,0,0,1,0,568.38,568.38
1577,253,2,3,271.34,42.0,2,4,3,3,1,10,6,1,1,0,False,Regular,0.02,0,0,0,0,814.02,814.02
529,290,30,3,722.46,19.0,1,1,2,2,0,1,1,0,2,3,True,Regular,0.05,0,1,0,0,2167.38,2167.38
347,31,4,1,761.75,66.0,0,2,0,7,3,12,6,0,1,3,False,New,0.02,0,0,1,0,761.75,761.75
1802,444,5,4,316.5,44.0,1,2,1,6,0,5,4,2,0,1,False,Regular,0.02,0,0,1,0,1266.0,1266.0
1905,1515,36,1,470.85,49.0,0,2,0,5,1,8,5,2,0,2,False,Premium,0.05,0,0,1,0,470.85,470.85
1922,621,12,4,783.82,50.0,1,3,1,3,1,9,0,0,0,0,False,Regular,0.05,0,0,0,1,3135.28,3135.28
1917,479,4,3,944.12,42.0,2,2,1,7,3,9,3,0,1,0,False,Regular,0.02,0,0,1,0,2832.36,2832.36
953,976,1,1,177.51,48.0,0,0,1,4,2,1,5,1,0,3,False,Premium,0.02,1,0,0,0,177.51,177.51
602,247,22,2,69.12,68.0,0,3,2,7,3,1,4,1,1,3,False,Regular,0.02,0,0,0,1,138.24,138.24
1911,756,7,3,915.93,43.0,0,3,1,7,3,9,1,0,0,0,True,Premium,0.02,0,0,0,1,2747.79,2747.79
244,12,25,4,454.29,28.0,1,1,2,4,2,9,0,2,0,0,False,New,0.02,0,1,0,0,1817.16,1817.16
842,405,37,2,624.35,34.0,1,1,2,6,0,10,6,0,0,0,False,Regular,0.02,0,1,0,0,1248.7,1248.7
1768,1452,21,1,25.02,34.0,0,2,0,4,2,4,0,1,0,1,False,Premium,0.05,0,0,1,0,25.02,25.02
1714,1165,26,3,837.53,68.0,1,3,1,3,1,2,3,0,1,3,False,Premium,0.02,0,0,0,1,2512.59,2512.59
313,61,27,1,355.09,25.0,0,2,2,6,0,11,4,2,0,0,False,New,0.05,0,0,1,0,355.09,355.09
436,73,19,3,601.08,21.0,0,3,0,8,2,3,1,0,2,1,False,New,0.02,0,0,0,1,1803.24,1803.2400000000002
1845,533,31,1,984.28,57.0,1,3,2,6,0,7,0,0,0,2,False,Regular,0.02,0,0,0,1,984.28,984.28
882,710,30,4,886.7,41.0,0,3,1,2,0,11,1,0,0,0,True,Regular,0.05,0,0,0,1,3546.8,3546.8
309,58,4,2,941.47,64.0,0,3,2,7,3,11,3,0,0,0,False,New,0.02,0,0,0,1,1882.94,1882.94
431,74,45,1,264.32,46.0,0,0,1,3,1,3,6,1,0,1,False,New,0.05,1,0,0,0,264.32,264.32
661,273,48,4,412.61,22.0,0,3,2,7,3,1,2,2,2,3,False,Regular,0.05,0,0,0,1,1650.44,1650.44
371,28,1,2,205.18,39.0,1,0,0,4,2,1,2,1,0,3,False,New,0.02,1,0,0,0,410.36,410.36
567,145,37,2,403.67,49.0,1,1,0,6,0,1,5,2,0,3,False,Regular,0.02,0,1,0,0,807.34,807.34
923,880,34,4,275.26,36.0,1,2,0,3,1,12,3,1,0,3,False,Premium,0.02,0,0,1,0,1101.04,1101.04
182,90,14,4,656.73,33.0,1,1,1,9,3,7,2,0,0,2,False,New,0.02,0,1,0,0,2626.92,2626.92
818,1469,45,4,737.41,55.0,0,2,1,3,1,9,3,0,0,0,False,Premium,0.05,0,0,1,0,2949.64,2949.64
622,218,11,4,172.24,30.0,1,3,2,3,1,1,0,1,0,3,False,Regular,0.02,0,0,0,1,688.96,688.96
917,800,17,3,684.97,23.0,1,2,1,4,2,12,1,0,2,3,False,Premium,0.02,0,0,1,0,2054.91,2054.91
1734,994,2,2,735.37,54.0,1,0,2,3,1,3,2,0,0,1,False,Premium,0.02,1,0,0,0,1470.74,1470.74
1421,924,42,4,139.15,39.0,1,2,0,4,2,5,1,1,0,1,False,Premium,0.05,0,0,1,0,556.6,556.6
1790,127,14,4,465.46,42.0,2,4,3,9,3,5,2,2,1,1,False,New,0.02,0,0,0,0,1861.84,1861.84
1937,938,30,2,565.97,63.0,1,3,2,2,0,10,2,2,0,0,False,Premium,0.05,0,0,0,1,1131.94,1131.94
297,61,13,2,665.02,25.0,1,2,2,8,2,10,5,0,0,0,False,New,0.02,0,0,1,0,1330.04,1330.04
1437,1299,8,1,479.36,36.0,1,3,1,6,0,5,6,2,0,1,False,Premium,0.02,0,0,0,1,479.36,479.36
462,17,28,2,683.33,20.0,1,1,1,6,0,4,2,0,2,1,False,New,0.02,0,1,0,0,1366.66,1366.66
1263,1184,32,2,292.36,27.0,1,1,2,0,3,11,4,1,0,0,True,Premium,0.02,0,1,0,0,584.72,584.72
1606,172,15,3,534.1,42.0,2,4,3,4,2,11,4,2,1,0,False,Regular,0.05,0,0,0,0,1602.3,1602.3000000000002
378,17,10,3,930.31,20.0,1,1,1,3,1,1,2,0,2,3,False,New,0.02,0,1,0,0,2790.93,2790.93
1792,1192,36,2,42.62,57.0,1,0,0,5,1,5,1,1,0,1,False,Premium,0.05,1,0,0,0,85.24,85.24
106,69,10,1,562.83,21.0,0,1,1,3,1,4,3,2,2,1,False,New,0.02,0,1,0,0,562.83,562.83
127,90,34,3,111.76,33.0,0,1,1,3,1,5,3,1,0,1,False,New,0.02,0,1,0,0,335.28,335.28000000000003
1342,372,13,1,78.61,42.0,1,2,1,8,2,2,2,1,0,3,False,Regular,0.02,0,0,1,0,78.61,78.61
1365,1433,18,3,74.92,22.0,0,3,2,6,0,3,1,1,2,1,False,Premium,0.05,0,0,0,1,224.76,224.76
356,74,29,4,531.36,46.0,1,0,1,7,3,12,0,2,0,3,False,New,0.02,1,0,0,0,2125.44,2125.44
1574,693,37,2,321.8,20.0,0,0,1,6,0,10,3,2,2,0,False,Regular,0.02,1,0,0,0,643.6,643.6
683,157,29,2,463.65,42.0,1,1,0,7,3,1,3,2,0,3,False,Regular,0.02,0,1,0,0,927.3,927.3
1442,1393,8,1,667.81,64.0,1,3,0,6,0,5,1,0,0,1,True,Premium,0.02,0,0,0,1,667.81,667.81
1209,306,24,2,983.55,31.0,1,1,1,6,0,10,2,0,0,0,False,Regular,0.05,0,1,0,0,1967.1,1967.1
210,62,24,3,291.02,64.0,1,2,0,6,0,7,2,1,0,2,False,New,0.05,0,0,1,0,873.06,873.06
835,111,23,2,124.0,42.0,2,4,3,4,2,9,6,1,1,0,False,New,0.02,0,0,0,0,248.0,248.0
141,10,31,4,328.87,40.0,1,1,2,6,0,5,3,2,0,1,False,New,0.02,0,1,0,0,1315.48,1315.48
1539,1537,13,3,393.75,68.0,0,3,1,8,2,8,3,2,1,2,False,Premium,0.02,0,0,0,1,1181.25,1181.25
1299,314,20,4,698.17,55.0,1,2,0,6,0,1,0,0,0,3,False,Regular,0.02,0,0,1,0,2792.68,2792.68
1035,1049,42,1,685.77,42.0,2,3,0,4,2,4,3,0,1,1,False,Premium,0.05,0,0,0,1,685.77,685.77
1532,1540,49,2,241.76,67.0,1,0,0,3,1,8,3,1,1,2,False,Premium,0.02,1,0,0,0,483.52,483.52
1821,491,21,1,166.87,43.0,1,3,0,4,2,6,5,1,0,2,False,Regular,0.05,0,0,0,1,166.87,166.87
974,6,24,2,864.92,42.0,2,4,3,6,0,2,5,0,1,3,False,New,0.05,0,0,0,0,1729.84,1729.84
712,654,37,3,92.95,18.0,0,3,0,6,0,5,2,1,2,1,False,Regular,0.02,0,0,0,1,278.85,278.85
1783,891,50,2,67.69,64.0,0,3,1,4,2,5,2,1,0,1,False,Premium,0.02,0,0,0,1,135.38,135.38
1552,1180,12,3,337.68,63.0,0,0,0,3,1,9,2,2,0,0,False,Premium,0.05,1,0,0,0,1013.04,1013.04
811,819,8,1,288.98,44.0,1,3,2,6,0,9,3,1,0,0,False,Premium,0.02,0,0,0,1,288.98,288.98
11,27,47,1,15.09,29.0,1,3,2,3,1,1,6,1,0,3,False,New,0.02,0,0,0,1,15.09,15.09
1691,113,9,1,332.45,42.0,2,4,3,8,2,1,0,2,1,3,False,New,0.05,0,0,0,0,332.45,332.45
1092,1000,2,3,735.55,64.0,1,2,1,3,1,6,1,0,0,2,False,Premium,0.02,0,0,1,0,2206.65,2206.6499999999996
283,38,29,2,349.23,68.0,1,3,2,7,3,10,5,2,1,0,False,New,0.02,0,0,0,1,698.46,698.46
292,4,10,2,733.52,32.0,1,1,2,3,1,10,4,0,0,0,False,New,0.02,0,1,0,0,1467.04,1467.04
755,852,4,1,88.14,33.0,1,3,2,7,3,7,3,1,0,2,False,Premium,0.02,0,0,0,1,88.14,88.14
627,184,20,2,727.73,51.0,0,1,2,6,0,1,0,0,0,3,False,Regular,0.02,0,1,0,0,1455.46,1455.46
890,526,29,4,119.04,69.0,1,2,0,7,3,11,5,1,1,0,False,Regular,0.02,0,0,1,0,476.16,476.16
813,108,48,3,524.01,42.0,2,4,3,7,3,9,5,2,1,0,False,New,0.05,0,0,0,0,1572.03,1572.03
130,39,37,4,487.53,42.0,2,0,0,6,0,5,6,2,1,1,False,New,0.02,1,0,0,0,1950.12,1950.12
1841,1371,49,1,766.32,55.0,0,3,0,3,1,6,1,0,0,2,False,Premium,0.02,0,0,0,1,766.32,766.32
324,38,40,2,767.54,68.0,1,3,2,1,2,11,1,0,1,0,False,New,0.02,0,0,0,1,1535.08,1535.08
1546,1544,37,4,295.95,35.0,0,2,2,6,0,9,3,1,0,0,False,Premium,0.02,0,0,1,0,1183.8,1183.8
799,311,26,2,293.23,41.0,1,0,0,3,1,8,5,1,0,2,False,Regular,0.02,1,0,0,0,586.46,586.46
907,432,29,1,614.82,18.0,0,0,2,7,3,12,0,0,2,3,False,Regular,0.02,1,0,0,0,614.82,614.82
1814,627,21,3,667.46,31.0,0,3,2,4,2,6,5,0,0,2,False,Regular,0.05,0,0,0,1,2002.38,2002.38
889,1273,14,1,504.12,20.0,0,3,0,9,3,11,1,2,2,0,False,Premium,0.02,0,0,0,1,504.12,504.12
1179,478,50,2,454.59,39.0,1,2,0,4,2,9,4,2,0,0,False,Regular,0.02,0,0,1,0,909.18,909.18
696,265,30,2,186.11,54.0,0,1,1,2,0,1,1,1,0,3,False,Regular,0.05,0,1,0,0,372.22,372.22
216,23,5,1,778.24,55.0,1,3,1,6,0,8,0,0,0,2,False,New,0.02,0,0,0,1,778.24,778.24
1329,396,34,4,655.35,59.0,1,2,1,3,1,2,3,0,0,3,False,Regular,0.02,0,0,1,0,2621.4,2621.4
159,35,49,3,616.14,33.0,0,3,2,3,1,6,4,0,0,2,False,New,0.02,0,0,0,1,1848.42,1848.42
932,1308,16,1,56.75,42.0,2,1,1,6,0,12,5,1,1,3,False,Premium,0.02,0,1,0,0,56.75,56.75
635,244,48,4,54.12,67.0,1,0,0,7,3,1,0,1,1,3,False,Regular,0.05,1,0,0,0,216.48,216.48
517,268,8,1,503.59,59.0,1,3,2,6,0,1,3,2,0,3,False,Regular,0.02,0,0,0,1,503.59,503.59
1388,29,15,1,877.0,42.0,2,4,3,4,2,4,6,0,1,1,False,New,0.05,0,0,0,0,877.0,877.0
598,261,17,1,713.03,56.0,1,1,1,4,2,1,4,0,0,3,False,Regular,0.02,0,1,0,0,713.03,713.03
196,21,10,2,632.48,61.0,1,2,0,3,1,7,2,0,0,2,False,New,0.02,0,0,1,0,1264.96,1264.96
1600,1185,42,2,836.55,19.0,0,0,1,4,2,10,0,0,2,0,False,Premium,0.05,1,0,0,0,1673.1,1673.1
931,858,20,1,385.49,39.0,1,2,1,6,0,12,1,2,0,3,False,Premium,0.02,0,0,1,0,385.49,385.49
411,49,17,3,561.07,21.0,0,1,1,4,2,2,4,2,2,3,False,New,0.02,0,1,0,0,1683.21,1683.21
97,34,22,3,301.23,45.0,1,0,2,7,3,4,0,2,0,1,False,New,0.02,1,0,0,0,903.69,903.69
944,962,22,1,360.61,26.0,0,2,2,7,3,1,3,2,0,3,False,Premium,0.02,0,0,1,0,360.61,360.61
893,903,7,2,25.54,42.0,1,2,1,7,3,11,0,1,0,0,False,Premium,0.02,0,0,1,0,51.08,51.08
157,12,15,3,629.05,28.0,1,1,2,4,2,6,5,0,0,2,False,New,0.05,0,1,0,0,1887.15,1887.1499999999999
420,92,7,4,429.71,35.0,1,0,1,7,3,2,2,2,0,3,False,New,0.02,1,0,0,0,1718.84,1718.84
1754,495,4,2,787.16,62.0,1,3,1,7,3,4,0,0,0,1,False,Regular,0.02,0,0,0,1,1574.32,1574.32
478,30,47,1,415.38,42.0,0,2,1,3,1,4,1,2,0,1,False,New,0.02,0,0,1,0,415.38,415.38
1339,556,9,3,553.83,36.0,1,1,1,8,2,2,6,2,0,3,False,Regular,0.05,0,1,0,0,1661.49,1661.4900000000002
669,198,32,4,22.9,69.0,0,0,0,0,3,1,3,1,1,3,False,Regular,0.02,1,0,0,0,91.6,91.6
1005,779,29,2,705.14,28.0,0,1,2,7,3,3,0,0,0,1,False,Premium,0.02,0,1,0,0,1410.28,1410.28
1819,1376,39,1,114.05,42.0,2,2,1,6,0,6,3,1,1,2,False,Premium,0.05,0,0,1,0,114.05,114.05
